"","Student_ID","duration","service_categories","service_date","description","prompt_response","service_organization","Social_Impact_Board","Social_Impact_Program_Leader","Recurring_Programs","Social_Impact_Classes","Social_Impact_Clubs","result","Year_Month","Year","Month","Modified_Year"
"1147",26024,1,"Real World Experience",2023-11-13,"We played with the kids at Anne Frank and helped them.","Please Explain. Response: I learned how I can help better when I’m tutoring and playing with kids.",NA,NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1148",25078,1,"Real World Experience",2023-11-13,NA,"Please Explain. Response: We went to Joe may and tutored them in math","United To Learn",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1149",26128,1,"Real World Experience",2023-11-13,"We played with robot bees with kindergarteners","Please Explain. Response: 90- we helped them with their directions and their problem solving","Anne Frank EL",NA,NA,NA,NA,NA,"90","2023-11",2023,11,2024
"1150",27088,1,"Real World Experience",2023-11-13,"We went to help with math class and helped with multiplying and place values.","Please Explain. Response: 100 i enjoyed working with the students and gaining real world experience!","United To Learn",NA,NA,NA,NA,NA,"100","2023-11",2023,11,2024
"1151",26112,1.2,"Real World Experience",2023-11-13,"We helped the kindergartners at Anne Frank work with little robot bumblebees.","Please Explain. Response: 60 - It was really fun to work with the kids. One of them didn’t speak English so I got to practice my Spanish with her.","Anne Frank EL",NA,NA,NA,NA,NA,"60","2023-11",2023,11,2024
"1152",26132,1.2,"Real World Experience",2023-11-13,"90","Please Explain. Response: I tutored children and got real world experience. I also got to use my Spanish skills.","Anne Frank EL",NA,NA,NA,NA,NA,"90","2023-11",2023,11,2024
"1153",25123,1,"Real World Experience",2023-11-13,"We helped","Please Explain. Response: We helped kids and their teachers with math making sure they got some one on one help.","Jose 'Joe' May EL",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1154",26053,2,"Designing a Solution",2023-10-21,"I made congratulations bags","Please Explain. Response: It helped make an impact on kids lives","Dallas symphony",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"1155",27012,1,"Real World Experience",2023-11-13,"90/100 I went to the elementary school again today were we learned about the Boston Tea Party!","Please Explain. Response: I gained a real work experience because I got to help my community learn about historical events.",NA,NA,NA,NA,NA,NA,"90","2023-11",2023,11,2024
"1156",25052,1,"Empathy",2023-11-13,NA,"Please Explain. Response: see previous","joe may",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1157",27109,1,"Real World Experience",2023-11-13,"Today I tutored a student at Walnut Hill Elementary.","Please Explain. Response: I feel I have an 100 in Real World Experience because I got to help her get a better understanding of world history and help her read and summarize.","United To Learn",NA,NA,NA,NA,NA,"100","2023-11",2023,11,2024
"1158",26053,1.5,"Real World Experience",2023-11-13,"Tutoring","Please Explain. Response: We tutored kids","Marcus elementary",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1159",26129,1,"Empathy",2023-11-13,"i loved getting to spend time with the girls","Please Explain. Response: 100","walnut hill",NA,NA,NA,NA,NA,"100","2023-11",2023,11,2024
"1160",25092,1,"Real World Experience",2023-11-13,NA,"Please Explain. Response: we helped students read and learn about bones","Social Impact Writing",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1161",25091,1.5,"Advocacy Skills",2023-11-13,"We made and put up posters for a fundraiser for the school.","Please Explain. Response: We advocated for greater funding and made a plan for it by putting up posters.","David G. Burnet Elementary",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1162",25171,0.6,"Real World Experience",2023-11-13,"I assisted in creating a flyer that was promoting a school wide snack sale, where proceeds would go to benefit the school.","Please Explain. Response: My service contributed to a better understanding of real world experience as I was able to create a flyer and spread information about an event, allowing me to explain advertising/marketing.","David G. Burnet Elementary",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1163",25055,1,"Real World Experience",2023-11-13,"We helped out a 1st grade math class with counting from 1-10.","Please Explain. Response: 85 We were able to interact with the kids in person and in classrooms. We even helped them one on one with their math activities on the ipad.","Stephen C. Foster EL",NA,NA,NA,NA,NA,"85","2023-11",2023,11,2024
"1164",27094,4.2,"Empathy",2023-11-13,"85","Please Explain. Response: i delivered furniture to families in need","bedstart",NA,NA,NA,NA,NA,"85","2023-11",2023,11,2024
"1165",25134,0.5,"Real World Experience",2023-11-13,NA,"Please Explain. Response: I pulled weeds at hockaday for the conservation biology class","conservative biology",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1166",26020,1.3,"Real World Experience",2023-11-13,"We helped organize gifts and fold pamphlets for their holiday party.","Please Explain. Response: 1. 45
2. 50
3.80
4. 85
5. 95","Foster Elementary",NA,NA,NA,NA,NA,"45","2023-11",2023,11,2024
"1167",25054,0.7,"Real World Experience",2023-11-13,"Today we did a reader’s theater activity with the kids. We helped them explain what they read and write a summary.","Please Explain. Response: 98 - Empathy. Some of the kids had difficulty reading, so we helped them when they had trouble.","Stephen C. Foster EL",NA,NA,NA,NA,NA,"98","2023-11",2023,11,2024
"1168",26126,1,"Real World Experience",2023-11-13,"I went to Chapel Hill Elementary and tutored kids on their subtraction skills. 
Advocacy Skills: 80, it’s hard to get through to the kids
Designing a solution: I want to find more effective methods to teach the kids so they can retain the information better
Empathy: 100 I was able to empathize with kids who are not as privileged as we are
Exploring purpose: 100 Understood my mission to help the kids
Experience: 100 Got to help the kids face to face and build relationships","Please Explain. Response: Sometimes it is challenging to get through to the kids and advocate the information.  I want to find more effective methods to teach the kids so they can retain the information better","United to Learn",NA,NA,NA,NA,NA,"80","2023-11",2023,11,2024
"1169",27029,2,"Designing a Solution",2023-11-09,"My sister and I prepared for our next dance performance. I am excited because as the new year comes up we will probably be doing more dances for the community for lunar new year.","Please Explain. Response: 87. I am getting more enthusiastic and enjoying my role within the community as I do more performances","Korean Traditional Music Association",NA,NA,NA,NA,NA,"87","2023-11",2023,11,2024
"1170",26156,3,"Real World Experience",2023-11-13,NA,"Please Explain. Response: I got a better understanding of Teen Court because it is a real world experience of what being a juror does. They decide the amount of hours a teen who has committed a crime get and we work together with 6 other jurors to decide.","Teen Court",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1171",25082,1,"Empathy",2023-11-13,NA,"Please Explain. Response: Today, we worked on adding and subtracting large numbers with visual aid.","Jose 'Joe' May EL",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1172",27017,1,"Designing a Solution",2023-11-14,"30","Please Explain. Response: We built bracelets for social impact","Hockaday",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1173",26095,2,"Advocacy Skills",2023-11-14,"I am starting a non profit dedicated to empowering young athletes through financial freedom,","Please Explain. Response: I organized the distribution of our first scholarship, and contacted the recipients to inform them. I also set up an email inbox.","Junior Athlete Foundation of America",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1174",26133,1.5,"Exploring Purpose",2023-11-14,NA,"Please Explain. Response: chess club volunteering with senior citizens","Parsons House",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1175",26133,1,"Real World Experience",2023-11-14,NA,"Please Explain. Response: teaching chess to little kids","st. vincent de paul study time",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1176",26004,1,"Designing a Solution",2023-11-14,"we organized the teachers lounge","Please Explain. Response: we designed a way to organize the teachers lounge","United to Learn",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1177",27118,1,"Designing a Solution",2023-11-14,"80","Please Explain. Response: We designed a way to organize the art supplies.","Cigarroa Elementary School",NA,NA,NA,NA,NA,"80","2023-11",2023,11,2024
"1178",24182,1,"Designing a Solution",2023-11-14,"Organized school supplies","Please Explain. Response: Designed a way to organize teacher’s lounge","United to Learn",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1179",26052,1,"Designing a Solution",2023-11-14,"We organized legos in the library","Please Explain. Response: 2. We helped the librarians organize the legos for future activities","United to Learn",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1180",27138,1,"Real World Experience",2023-11-14,"We helped kids learn to write and helped with their assignments.","Please Explain. Response: 78 - I gave to the community and they gave back","Hockaday Writing Center",NA,NA,NA,NA,NA,"78","2023-11",2023,11,2024
"1181",24164,1,"Advocacy Skills",2023-11-14,"I helped the kids pick out books at their book sale and manage their money","Please Explain. Response: I had to help the kids manage their money since they had different amounts","Walnut Hill Elementary",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1182",27046,1,"Designing a Solution",2023-11-14,"We tutored at foster elementary","Please Explain. Response: 75 we are getting real world experience by interacting with kids and navigating the DISD school","Social impact tutoring",NA,NA,NA,NA,NA,"75","2023-11",2023,11,2024
"1183",24157,1.2,"Real World Experience",2023-11-14,"Tutored at Joe May.","Please Explain. Response: Got to explain math to kids!","United to Learn",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1184",27029,2,"Designing a Solution",2023-11-04,"I practiced my dance and drum performance","Please Explain. Response: 80, I am looking forward to performances in my community","Korean Traditional Music Association",NA,NA,NA,NA,NA,"80","2023-11",2023,11,2024
"1185",26016,2,"Real World Experience",2023-11-14,"I helped with the birthday party and arts and crafts club","Please Explain. Response: I helped with the birthday party and arts and crafts club","Wesley Rankin Community Center",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1186",26081,2,"Exploring Purpose",2023-11-14,"I helped throw the birthday party for kids birthdays august through october and then i co hosted the arts and crafts club after their classes at wesley rankin","Please Explain. Response: 100","Wesley Rankin",NA,NA,NA,NA,NA,"100","2023-11",2023,11,2024
"1187",25077,3,"Exploring Purpose",2023-11-14,"My group and I went to Lowe’s, Northaven Gardens, and Central Market to ask questions about strangers knowledge of bees.","Please Explain. Response: 1. 100
2. 50
3. 90
4. 100
5. 100","Biology Impact and the Zoo",NA,NA,NA,NA,NA,"100","2023-11",2023,11,2024
"1188",25159,1,"Real World Experience",2023-11-15,"We went to marsh middle school and talked to some girls in the dance class","Please Explain. Response: Gave them a lot of advice of what it’s like to go to high school and it was nice to see that they were asking a lot of questions about the topic","Girl talk",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1189",26096,1,"Advocacy Skills",2023-11-13,"I went tutoring at Marcus Elementary","Please Explain. Response: I learned how to better my skills","Hockaday",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1190",25151,1,"Empathy",2023-10-24,"We went with the girl talk organization to marsh middle school, to talk with some girls 6th - 8th grade. This day was just a 'get to know you' session. It was really sweet getting to know the girls.","Please Explain. Response: I think it contributed to empathy at 100 because we really got to connect with the girls when we talked about regulating emotion, and it was a great experience on both sides","Girl Talk",NA,NA,NA,NA,NA,"100","2023-10",2023,10,2024
"1191",25151,1,"Designing a Solution",2023-09-29,"We had our very first meeting for dec my room club, and organization that decorates the rooms of children who are stuck in hospitals for an extended period of time. At this meeting we discussed our goals for the year as a club to best serve out community, and have the most positive impact come out of our club.","Please Explain. Response: It contributed 100 to my understanding of designing a solution because in the club meeting, we brainstormed creative ideas on how we can make the most of our resources and leave the most positive impact on the kids.","Dec my Room club",NA,NA,NA,NA,NA,"100","2023-09",2023,9,2024
"1192",25151,1,"Exploring Purpose",2023-10-20,"We made handmade toys for dogs and cats","Please Explain. Response: This act of service contributed 50 to exploring purpose because When I was making those toys, I got to use my imagination and think about what would make pets really happy. It was like a puzzle to solve, making sure the toys were fun and safe. Seeing dogs and cats play with the toys I made was the best part.","Pawsitive Impact- Eastlake Pet Orphanage",NA,NA,NA,NA,NA,"50","2023-10",2023,10,2024
"1193",25151,0.5,"Advocacy Skills",2023-09-29,"We had our first meeting for EKAM hockaday and discussed the impact we will have throughout the year and what we plan to do","Please Explain. Response: It gave me a better understanding of advocacy skills because we plan to advocate and raise money for sick children","EKAM- Hockaday",NA,NA,NA,NA,NA,"no_response","2023-09",2023,9,2024
"1194",25122,3,"Designing a Solution",2023-11-14,"Yesterday, for our BIZ class, we went to Dallas Animal Services to interview workers and gather information about stray dogs for our project.","Please Explain. Response: By going to Dallas Animal Services to find out about the stray dogs in South Dallas, we are one step closer to designing a solution.","Dallas Animal Services",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1195",25122,2,"Exploring Purpose",2023-11-01,"In BIZ, we brainstormed what environmental/animal problems we are the most passionate about.","Please Explain. Response: This helped me explore purpose because I decided that I am going to do my social impact project on stray dogs. This helped me realize what my passion is and how I can use it to help others.","The Hockaday School",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1196",25122,2,"Designing a Solution",2023-11-03,"In BIZ, we shared our ideas for our stray dog's project with Ms. Day and Mrs. Finazz.","Please Explain. Response: This contributed to my better understanding of designing a solution because in our meeting, we generated more possible ideas for solutions.","The Hockaday School",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1197",27133,1,"Empathy",2023-11-15,"we were making some bracelets for bazaar and send money for dog charity","Please Explain. Response: We showed our empathy towards dogs. Our hard work will go to dogs, who really need our help","The Hockaday School",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1198",27108,1,"Designing a Solution",2023-11-15,"100","Please Explain. Response: I made blankets for children in hospitals which helped design a solution to the lack of color in hospitals. I really enjoyed helping the community.","Dec My Room club",NA,NA,NA,NA,NA,"100","2023-11",2023,11,2024
"1199",27075,1,"Empathy",2023-11-15,"100","Please Explain. Response: We made tie blankets that will be given to children with extended stays at the hospital.","Dec my room club",NA,NA,NA,NA,NA,"100","2023-11",2023,11,2024
"1200",26091,0.5,"Exploring Purpose",2023-11-15,"80","Please Explain. Response: we made necklaces for the social impact bazzaar!","paws for a cause",NA,NA,NA,NA,NA,"80","2023-11",2023,11,2024
"1201",26147,1,"Exploring Purpose",2023-11-15,"70","Please Explain. Response: I made necklaces to sell at the social impact bazaar. I thought about the animals that the profits would benefit and it inspired me.","Hockaday",NA,NA,NA,NA,NA,"70","2023-11",2023,11,2024
"1202",25091,3,"Empathy",2023-11-15,"We went and interviewed people at Sephora and Ulta to help understand different factors that affect makeup buying and the whole industry, so we could gain more information on our topic.","Please Explain. Response: 70. We built empathy by talking with others from many different viewpoints, so we kept an open mind and built empathy with our community.","Biology Impact and the Zoo",NA,NA,NA,NA,NA,"70","2023-11",2023,11,2024
"1203",25091,2,"Exploring Purpose",2023-11-01,"We explored different topics for our biology project that we were interested in choosing, and separated into teams.","Please Explain. Response: 80 - We got to explore purpose by looking at a lot of important issues in the world and choosing a few to focus on.","Biology Impact and the Zoo",NA,NA,NA,NA,NA,"80","2023-11",2023,11,2024
"1204",25091,2,"Designing a Solution",2023-11-03,"We came up with different ways to gather data for our project.","Please Explain. Response: 60 - We mainly designed solutions for how to gather data, not for our whole problem.","Biology Impact and the Zoo",NA,NA,NA,NA,NA,"60","2023-11",2023,11,2024
"1205",25167,3,"Empathy",2023-11-14,"We went to the Dallas Animal Services Shelter and asked the workers there different question revolving the stray dogs.","Please Explain. Response: We asked questions to learn more about the stray dogs.","BIZ",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1206",24076,10,"Exploring Purpose",2023-11-15,NA,"Please Explain. Response: Helping with writing at foster elementary and math at Pershing elementary for second and third graders","Hockaday writing center internship and summit tutoring",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1207",25033,1.5,"Real World Experience",2023-11-15,"went to ulta/ sephora to ask customers/ employees about their makeup experience","Please Explain. Response: 5. going out to the real world and asking questions is very important to our project!","Zoo Class",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1208",25033,1,"Empathy",2023-11-15,"we made tie blankets for my dec my room club!","Please Explain. Response: we’re giving these tie blankets to the kids in short hospital stays by putting them in large plastic boxes that can move their decorations around with them!","dec my room",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1209",27144,2,"Empathy",2023-08-22,"Our first social impact meeting where we discussed building empathy","Please Explain. Response: My service contributed to a 70  better understanding of developing empathy through being exposed to other situations.",NA,NA,NA,NA,NA,NA,"70","2023-08",2023,8,2024
"1210",25105,1,"Real World Experience",2023-11-16,"Tutored for an hour at Pershing Elementary","Please Explain. Response: We had a real world experience by making a firsthand impact on these kindergarteners we worked with.","Summit Tutoring",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1211",27053,2,"Empathy",2023-08-22,"Our first Social Impact Fellows presentation and activities on orientation day provided me with an excellent lesson/experience in Empathy. We got to learn about the history of our metroplex and about the lives of others outside our normal daily circles. I really enjoyed this opportunity and look forward to more social impact fellows presentations in the future!!","Please Explain. Response: I’d say 87 out of 100. This experience was very informative and helped build the foundation for empathy, but the only thing that could’ve made it better was an active service project to complete and apply what we learned in the presentation!!","social impact fellows orientation day presentation",NA,NA,NA,NA,NA,"87","2023-08",2023,8,2024
"1212",27002,1,"Empathy",2023-11-16,"70","Please Explain. Response: I went to tutoring this week at Kramer Elementary and helped kids with math.","Arthur Kramer EL",NA,NA,NA,NA,NA,"70","2023-11",2023,11,2024
"1213",25005,2,"Real World Experience",2023-11-16,NA,"Please Explain. Response: Volunteered at Marcus Mart and passed out food.","Herbert Marcus EL",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1214",25005,2,"Exploring Purpose",2023-11-01,NA,"Please Explain. Response: Organized our ideas and chose our project topics","BIZ",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1215",25005,2,"Empathy",2023-11-03,NA,"Please Explain. Response: We organized our empathy day and did research on our topics.","BIZ",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1216",25005,3,"Real World Experience",2023-11-14,NA,"Please Explain. Response: Empathy building day, we went to Sephora and ulta and interviewed people. We collected data about makeup and people’s thoughts on cruelty free and environmentally friendly makeup.","BIZ",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1217",25005,1,"Real World Experience",2023-11-16,NA,"Please Explain. Response: We wrote letters back to our pen pals.","Grl Pwr",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1218",25005,3,"Real World Experience",2023-11-09,NA,"Please Explain. Response: I volunteered with the 2-4th graders and helped them with homework.","Wesley Rankin Community Center",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1219",26042,1,"Empathy",2023-11-16,"we wrote letters to kids at wesley rankin community center.","Please Explain. Response: we wrote to sheila and asked her about herself","girl power",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1220",25165,2,"Real World Experience",2023-11-14,"Interviewing people in target for a project that I’m doing in Biology, Impact, and the Zoo.","Please Explain. Response: By interviewing people in public I acquired experience in approaching people in public to inquire about their plastic usage. Through this empathy building day, I developed the confidence to effectively talk in a public setting to people that I don’t know.","Hockaday",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1221",25063,1,"Exploring Purpose",2023-11-15,"50","Please Explain. Response: I made tie blankets for kids that have been staying in the hospital for a prolonged time. I was exploring how to help these kids and make their stay in the hospital more enjoyable.","Dec My Room",NA,NA,NA,NA,NA,"50","2023-11",2023,11,2024
"1222",26024,2,"Exploring Purpose",2023-11-16,"I baked pies for a shelter.","Please Explain. Response: It helped me explore how to use the skills I have to help people.",NA,NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1223",25133,5,"Real World Experience",2023-11-16,"1. Advocacy skills: 90
2. Designing a Solution: 100
3. Empathy: 100
4. Exploring Purpose: 100
5. Real World Experience: 100","Please Explain. Response: I gave a 100 to designing a solution because I helped my mother, who is an internal medicine physician, treat uninsured patients and helped give them a solution to their health issues. I gave a 100 to empathy because I got to meet many patients struggling financially who also had many health problems. They did not have insurance nor did they have the money for proper care at professional hospitals. Seeing people struggle to receive the care they deserve and have a right to helped build my empathy and my desire for helping people get the care they need. I gave exploring a purpose 100 as well because through seeing these patients and helping my mom treat them, I explored a potential career as a doctor. Hence I explored a purpose—that purpose being to help patients and less fortunate people receive medical aid. Because this gave me real world experience, actually being present and seeing the world’s health issues and financial situations, I got a glimpse of how the real world works. I gave advocacy skills a 90 because though I was actively participating in helping and advocating for people’s needs, I think of advocacy skills as more spreading awareness and being vocal about problems, and that’s not completely what I was doing. I was certainly helping and volunteering, but not exactly speaking or advocating.","American Muslim Women Physicians Association",NA,NA,NA,NA,NA,"100","2023-11",2023,11,2024
"1224",26031,7.5,"Real World Experience",2023-11-16,"I wrote my social impact paper and learned about book banning","Please Explain. Response: I learned about the impact of book banning on the world and the dangers behind it",NA,NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1225",26021,2,"Advocacy Skills",2023-11-13,"78","Please Explain. Response: We had another tutoring day and I’m really enjoying getting to work with the same girl every week and it has been so nice getting to know her better because I think it’s helped me teacher her better.","summit tutoring",NA,NA,NA,NA,NA,"78","2023-11",2023,11,2024
"1226",26079,2,"Designing a Solution",2023-11-16,"Government class","Please Explain. Response: 50","Hockaday",NA,NA,NA,NA,NA,"50","2023-11",2023,11,2024
"1227",26021,2,"Designing a Solution",2023-11-14,"20","Please Explain. Response: I had another full working day on my paper and it’s started to really come together which is nice to see all of the research that I’ve done sync up like how it is","Hockaday",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1228",26021,1.5,"Designing a Solution",2023-11-15,"15","Please Explain. Response: This was more time just working on the paper and my topic is pretty complex that I keep running into times where I don’t have enough research to properly state all that I need to stage and so I have to go back and do more research","Hockaday",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1229",26021,3.5,"Designing a Solution",2023-11-16,"80","Please Explain. Response: This was the last day to work on the paper before turning it in. I really had to work hard to tie up all the loose ends, but it felt really nice when everything was done and I could finally hit that submit button.","Hockaday",NA,NA,NA,NA,NA,"80","2023-11",2023,11,2024
"1230",26153,2,"Designing a Solution",2023-11-16,"I joined Baking Club this year because I love to bake and was excited to be able to do something I enjoy and help people at the same time.","Please Explain. Response: I would say it is a 90 for designing a solution as I made the cakes to be directly donated to TR Hoover. We are all contributing to their Thanksgiving dinner.","TR Hoover",NA,NA,NA,NA,NA,"90","2023-11",2023,11,2024
"1231",26162,1,"Designing a Solution",2023-11-17,"I made a pie for baking club.","Please Explain. Response: This will help have them have a happy thanksgiving.","TR Hoover Summer Camp",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1232",26162,1.5,"Advocacy Skills",2023-11-17,"We tutored students.","Please Explain. Response: This will help them learn to code and have a great time.","Anne Frank EL",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1233",26074,1,"Designing a Solution",2023-11-17,"my environmental chem class went to west Dallas to see the environment that the community was having to live in.","Please Explain. Response: Real world experience",NA,NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1234",26036,2,"Designing a Solution",2023-11-16,NA,"Please Explain. Response: Writing paper","government",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1235",26074,45,"Empathy",2023-11-17,"I haven’t logged my hours since I’ve gone to Friendship circle the first time. I typically go most Sunday’s to this program, it is held at the JCC. I play with the kids, and I absolutely adore them!","Please Explain. Response: Empathy",NA,NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1236",24018,1,"Real World Experience",2023-11-16,"Wrote a letter to my pen pal at wesley rankin","Please Explain. Response: I get to be a mentor to a younger girl through being pen pals with her","Girl PWR",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1237",25057,1,"Designing a Solution",2023-11-17,NA,"Please Explain. Response: We made pies that will go to TR Hoover’s annual Thanksgiving dinner","Baking Club",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1238",26137,1,"Exploring Purpose",2023-11-17,NA,"Please Explain. Response: Baking pies for the homeless for thanksgiving","SI Baking Club",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1239",27108,2,"Exploring Purpose",2023-11-17,"100","Please Explain. Response: I participated in the food drive for North Texas food bank by suppling canned food. I enjoyed exploring my purpose as a part of my community!","North Texas Food Bank",NA,NA,NA,NA,NA,"100","2023-11",2023,11,2024
"1240",27108,1,"Exploring Purpose",2023-11-17,"100","Please Explain. Response: I supplied towels for the towel drive at Dickinson place and I enjoyed exploring my purpose of helping my community!","Dickinson Place",NA,NA,NA,NA,NA,"100","2023-11",2023,11,2024
"1241",24007,2,"Empathy",2023-11-17,"We met with people at Emerson on harvest hill and asked the to tell us their favorite songs and what they like about them","Please Explain. Response: 100 because hearing the stories from the people was super impactful","Hockaday Film",NA,NA,NA,NA,NA,"100","2023-11",2023,11,2024
"1242",25008,1,"Empathy",2023-11-17,"Interviewed residence at Emerson Hill senior home for a Film + Choir project","Please Explain. Response: 90- we talked to the senior citizens about their personal memories and experiences surrounding their favorite love songs","Hockaday",NA,NA,NA,NA,NA,"90","2023-11",2023,11,2024
"1243",24007,2,"Real World Experience",2023-11-17,"I taught an art class for t r hoover community center","Please Explain. Response: 100 because I really like working with the kids","Visions for Confidence",NA,NA,NA,NA,NA,"100","2023-11",2023,11,2024
"1244",26031,2,"Empathy",2023-11-17,"We met at the retirement center and recorded a documentary of the people there about their favorite love song","Please Explain. Response: We got to hear the stories and got to talk to them about how they feel and their favorite stories and connect with them",NA,NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1245",25054,2,"Empathy",2023-11-17,"Today we interviewed some of the residents at Emerson on Harvest Hill. We asked them about music and love.","Please Explain. Response: 100 - Empathy ; Hearing the residents’ stories really resonated with me. It made me sad in a way I didn’t know I could be.","Emerson on Harvest Hill",NA,NA,NA,NA,NA,"100","2023-11",2023,11,2024
"1246",26019,4,"Designing a Solution",2023-11-17,NA,"Please Explain. Response: Pies for TR Hoover Thanksgiving","SI Baking Club",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1247",26024,2,"Exploring Purpose",2023-11-17,"I drove over pies to a shelter.","Please Explain. Response: It helped me understand how I can use hobbies I enjoy to help people.",NA,NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1248",24063,4,"Real World Experience",2023-11-17,NA,"Please Explain. Response: I organized a drop off for my club, encouraging members to bake cakes and pies  for TR Hoover's annual Thanksgiving celebration. I dropped off about 50 pies and 5 large trash bags of candy at TR Hoover","Hockaday Baking Club",NA,NA,NA,NA,NA,"50","2023-11",2023,11,2024
"1249",27094,2,"Real World Experience",2023-11-17,"85","Please Explain. Response: we put on a talent show that the people at austin street shelter could show off their talents to everyone","Austin Street Shelter",NA,NA,NA,NA,NA,"85","2023-11",2023,11,2024
"1250",26021,3,"Real World Experience",2023-11-17,"90","Please Explain. Response: It was really nice to see someone the people who started off shy get more confidence as they performed and the people around them hyped them up.","Austin Street Center",NA,NA,NA,NA,NA,"90","2023-11",2023,11,2024
"1251",26162,3,"Real World Experience",2023-11-18,"I delivered boxes of pet food to war veterans and their families.","Please Explain. Response: It was really fun to see the joy on there faces when we delivered the boxes.","Visiting Nurse Association",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1252",25073,4,"Empathy",2023-11-18,"99","Please Explain. Response: It was really cool being able to hand out turkeys to people and see how happy they were when they got their thanksgiving dinners","City Square",NA,NA,NA,NA,NA,"99","2023-11",2023,11,2024
"1253",25030,3.5,"Real World Experience",2023-11-18,NA,"Please Explain. Response: ah","Perot Museum",NA,NA,NA,NA,NA,"no_response","2023-11",2023,11,2024
"1254",27171,2,"Exploring Purpose",2023-11-18,"75","Please Explain. Response: Performed music for retirement home in Plano TX.","Brookdale Senior Living Center - TX",NA,NA,NA,NA,NA,"75","2023-11",2023,11,2024
